Station,Date & Time (Winter),Total clouds cover (code),Total low clouds cover (code),Low clouds base (code),Low clouds type (code),Medium clouds type (code),Hight clouds type (code),Visibility (code)
Bet Dagan Man 01/1964-11/2022,10/10/2013 11:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,10/10/2013 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,10/10/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,10/10/2013 20:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,10/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/10/2013 02:00,2,2,6,5,0,0,60
Bet Dagan Man 01/1964-11/2022,11/10/2013 05:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,11/10/2013 08:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,11/10/2013 11:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,11/10/2013 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,11/10/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,11/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,12/10/2013 02:00,1,1,4,6,0,0,60
Bet Dagan Man 01/1964-11/2022,12/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,12/10/2013 08:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,12/10/2013 11:00,2,2,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,12/10/2013 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,12/10/2013 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,12/10/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,12/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 02:00,1,1,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 05:00,6,6,5,5,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 08:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 11:00,3,3,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 14:00,3,3,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,13/10/2013 17:00,5,5,4,1,0,0,70
Bet Dagan Man 01/1964-11/2022,13/10/2013 20:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,13/10/2013 23:00,2,2,4,5,0,0,58
Bet Dagan Man 01/1964-11/2022,14/10/2013 02:00,3,3,5,5,0,0,58
Bet Dagan Man 01/1964-11/2022,14/10/2013 05:00,2,2,5,1,0,0,58
Bet Dagan Man 01/1964-11/2022,14/10/2013 08:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,14/10/2013 11:00,3,3,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,14/10/2013 14:00,1,1,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,14/10/2013 17:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,14/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,14/10/2013 23:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,15/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,15/10/2013 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,15/10/2013 11:00,1,1,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,15/10/2013 14:00,1,1,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,15/10/2013 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,15/10/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,15/10/2013 23:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,16/10/2013 02:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,16/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 11:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 14:00,3,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 17:00,6,2,5,1,0,6,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 20:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/10/2013 23:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,17/10/2013 02:00,2,2,5,5,0,0,60
Bet Dagan Man 01/1964-11/2022,17/10/2013 05:00,0,0,9,0,0,0,59
Bet Dagan Man 01/1964-11/2022,17/10/2013 08:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,17/10/2013 11:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,17/10/2013 14:00,1,1,5,5,0,0,70
Bet Dagan Man 01/1964-11/2022,17/10/2013 17:00,1,1,5,5,0,0,65
Bet Dagan Man 01/1964-11/2022,17/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,17/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 08:00,6,6,5,2,3,0,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 11:00,5,5,5,8,0,0,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 14:00,7,7,5,8,10,10,60
Bet Dagan Man 01/1964-11/2022,18/10/2013 17:00,4,4,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,18/10/2013 20:00,3,2,5,1,3,0,65
Bet Dagan Man 01/1964-11/2022,18/10/2013 23:00,2,2,5,1,3,0,60
Bet Dagan Man 01/1964-11/2022,19/10/2013 02:00,3,3,6,1,3,0,60
Bet Dagan Man 01/1964-11/2022,19/10/2013 05:00,3,3,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,19/10/2013 08:00,4,4,6,1,0,0,69
Bet Dagan Man 01/1964-11/2022,19/10/2013 11:00,6,6,6,2,0,0,60
Bet Dagan Man 01/1964-11/2022,19/10/2013 14:00,4,4,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,19/10/2013 17:00,4,4,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,19/10/2013 20:00,2,2,6,4,0,0,70
Bet Dagan Man 01/1964-11/2022,19/10/2013 23:00,3,3,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,20/10/2013 02:00,3,3,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,20/10/2013 05:00,1,1,6,5,0,0,70
Bet Dagan Man 01/1964-11/2022,20/10/2013 08:00,1,1,6,1,0,0,70
Bet Dagan Man 01/1964-11/2022,20/10/2013 11:00,3,3,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,20/10/2013 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,20/10/2013 17:00,1,0,9,0,0,4,65
Bet Dagan Man 01/1964-11/2022,20/10/2013 20:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,20/10/2013 23:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,21/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/10/2013 05:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,21/10/2013 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,21/10/2013 11:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,21/10/2013 14:00,0,0,9,0,0,0,59
Bet Dagan Man 01/1964-11/2022,21/10/2013 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,21/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/10/2013 08:00,1,0,9,0,0,1,70
Bet Dagan Man 01/1964-11/2022,22/10/2013 11:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,22/10/2013 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,22/10/2013 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,22/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,22/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 14:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,23/10/2013 20:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,23/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,24/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,24/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,24/10/2013 08:00,1,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,24/10/2013 11:00,2,0,9,0,0,1,65
Bet Dagan Man 01/1964-11/2022,24/10/2013 14:00,2,0,9,0,0,1,65
Bet Dagan Man 01/1964-11/2022,24/10/2013 17:00,3,0,9,0,0,1,65
Bet Dagan Man 01/1964-11/2022,24/10/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,24/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,25/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,25/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,25/10/2013 08:00,4,0,9,0,0,4,65
Bet Dagan Man 01/1964-11/2022,25/10/2013 11:00,4,0,9,0,0,4,70
Bet Dagan Man 01/1964-11/2022,25/10/2013 14:00,2,1,6,1,0,1,70
Bet Dagan Man 01/1964-11/2022,25/10/2013 17:00,1,1,6,1,0,0,70
Bet Dagan Man 01/1964-11/2022,25/10/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,25/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,26/10/2013 02:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,26/10/2013 05:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,26/10/2013 08:00,1,1,5,1,0,0,69
Bet Dagan Man 01/1964-11/2022,26/10/2013 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,26/10/2013 14:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,26/10/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,26/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,26/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,27/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,27/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,27/10/2013 08:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,27/10/2013 11:00,2,2,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,27/10/2013 14:00,2,2,5,1,0,0,70
Bet Dagan Man 01/1964-11/2022,27/10/2013 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,27/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,27/10/2013 23:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,28/10/2013 02:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,28/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,28/10/2013 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,28/10/2013 11:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,28/10/2013 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,28/10/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,28/10/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,28/10/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,29/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,29/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,29/10/2013 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/10/2013 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/10/2013 14:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/10/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,29/10/2013 20:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,29/10/2013 23:00,1,1,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 02:00,3,3,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 05:00,5,5,9,0,2,0,65
Bet Dagan Man 01/1964-11/2022,30/10/2013 08:00,6,3,5,1,2,10,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 11:00,5,5,9,0,9,0,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 14:00,7,3,5,1,6,5,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 17:00,5,5,9,0,6,0,59
Bet Dagan Man 01/1964-11/2022,30/10/2013 20:00,6,6,9,0,6,0,60
Bet Dagan Man 01/1964-11/2022,30/10/2013 23:00,3,3,8,0,3,0,60
Bet Dagan Man 01/1964-11/2022,31/10/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,31/10/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,31/10/2013 08:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,31/10/2013 11:00,0,0,9,0,0,0,58
Bet Dagan Man 01/1964-11/2022,31/10/2013 14:00,4,2,9,0,3,1,59
Bet Dagan Man 01/1964-11/2022,31/10/2013 17:00,4,2,6,2,1,1,59
Bet Dagan Man 01/1964-11/2022,31/10/2013 20:00,2,2,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,31/10/2013 23:00,1,1,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 02:00,1,1,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 05:00,3,3,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 08:00,5,5,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 11:00,6,6,9,0,8,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 14:00,4,4,5,2,3,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 17:00,7,5,6,3,8,10,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,01/11/2013 23:00,1,1,6,4,0,0,60
Bet Dagan Man 01/1964-11/2022,02/11/2013 02:00,6,6,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,02/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,02/11/2013 08:00,3,3,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,02/11/2013 11:00,1,1,6,1,0,0,70
Bet Dagan Man 01/1964-11/2022,02/11/2013 14:00,1,1,6,1,0,0,70
Bet Dagan Man 01/1964-11/2022,02/11/2013 17:00,0,0,9,0,0,0,70
Bet Dagan Man 01/1964-11/2022,02/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,02/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/11/2013 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,03/11/2013 14:00,2,2,5,1,0,1,70
Bet Dagan Man 01/1964-11/2022,03/11/2013 17:00,1,0,9,0,0,1,65
Bet Dagan Man 01/1964-11/2022,03/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,03/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 08:00,6,0,9,0,0,1,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 11:00,8,0,9,0,0,7,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 14:00,6,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 17:00,5,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,04/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 11:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 14:00,0,0,9,0,0,0,58
Bet Dagan Man 01/1964-11/2022,05/11/2013 17:00,1,1,5,4,0,0,58
Bet Dagan Man 01/1964-11/2022,05/11/2013 20:00,3,3,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,05/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/11/2013 02:00,0,0,9,0,0,0,59
Bet Dagan Man 01/1964-11/2022,06/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,06/11/2013 11:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,06/11/2013 14:00,3,0,9,0,0,6,65
Bet Dagan Man 01/1964-11/2022,06/11/2013 17:00,6,1,5,1,0,8,60
Bet Dagan Man 01/1964-11/2022,06/11/2013 20:00,5,2,4,1,0,1,60
Bet Dagan Man 01/1964-11/2022,06/11/2013 23:00,3,0,9,0,0,1,59
Bet Dagan Man 01/1964-11/2022,07/11/2013 02:00,3,0,9,0,0,1,50
Bet Dagan Man 01/1964-11/2022,07/11/2013 05:00,2,0,9,0,0,1,57
Bet Dagan Man 01/1964-11/2022,07/11/2013 08:00,5,3,9,0,5,4,65
Bet Dagan Man 01/1964-11/2022,07/11/2013 11:00,6,0,9,0,0,6,60
Bet Dagan Man 01/1964-11/2022,07/11/2013 14:00,7,0,9,0,0,9,59
Bet Dagan Man 01/1964-11/2022,07/11/2013 17:00,7,5,9,0,7,8,59
Bet Dagan Man 01/1964-11/2022,07/11/2013 20:00,4,4,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,07/11/2013 23:00,5,5,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,08/11/2013 02:00,6,6,9,0,2,0,58
Bet Dagan Man 01/1964-11/2022,08/11/2013 05:00,5,3,9,0,8,2,60
Bet Dagan Man 01/1964-11/2022,08/11/2013 08:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,08/11/2013 11:00,5,2,8,0,3,1,65
Bet Dagan Man 01/1964-11/2022,08/11/2013 14:00,4,1,5,1,3,0,65
Bet Dagan Man 01/1964-11/2022,08/11/2013 17:00,3,1,5,1,3,1,60
Bet Dagan Man 01/1964-11/2022,08/11/2013 20:00,3,3,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,08/11/2013 23:00,4,4,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,09/11/2013 02:00,7,7,9,0,3,10,60
Bet Dagan Man 01/1964-11/2022,09/11/2013 05:00,5,5,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,09/11/2013 08:00,7,7,9,0,3,10,60
Bet Dagan Man 01/1964-11/2022,09/11/2013 11:00,6,1,6,1,3,0,60
Bet Dagan Man 01/1964-11/2022,09/11/2013 14:00,5,1,6,1,3,0,65
Bet Dagan Man 01/1964-11/2022,09/11/2013 17:00,5,5,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,09/11/2013 20:00,4,1,5,1,3,0,65
Bet Dagan Man 01/1964-11/2022,09/11/2013 23:00,2,2,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,10/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,10/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,10/11/2013 08:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,10/11/2013 11:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,10/11/2013 14:00,2,2,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,10/11/2013 17:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,10/11/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,10/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/11/2013 05:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,11/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/11/2013 11:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,11/11/2013 14:00,2,2,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,11/11/2013 17:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,11/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,12/11/2013 02:00,1,1,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,12/11/2013 05:00,7,7,9,0,3,10,60
Bet Dagan Man 01/1964-11/2022,12/11/2013 08:00,7,7,9,0,3,10,65
Bet Dagan Man 01/1964-11/2022,12/11/2013 11:00,5,5,9,0,3,0,65
Bet Dagan Man 01/1964-11/2022,12/11/2013 14:00,4,1,6,1,3,0,65
Bet Dagan Man 01/1964-11/2022,12/11/2013 17:00,3,3,6,1,3,0,60
Bet Dagan Man 01/1964-11/2022,12/11/2013 20:00,2,2,8,0,3,0,60
Bet Dagan Man 01/1964-11/2022,12/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,13/11/2013 02:00,4,4,9,0,3,0,70
Bet Dagan Man 01/1964-11/2022,13/11/2013 05:00,2,2,9,0,3,0,60
Bet Dagan Man 01/1964-11/2022,13/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,13/11/2013 11:00,3,1,6,2,3,0,70
Bet Dagan Man 01/1964-11/2022,13/11/2013 14:00,3,2,6,2,3,0,70
Bet Dagan Man 01/1964-11/2022,13/11/2013 17:00,6,6,8,0,3,0,60
Bet Dagan Man 01/1964-11/2022,13/11/2013 20:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,13/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 02:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 05:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 11:00,1,1,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 14:00,1,1,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 17:00,1,1,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,14/11/2013 20:00,0,0,9,0,0,0,65
Bet Dagan Man 01/1964-11/2022,14/11/2013 23:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,15/11/2013 02:00,0,0,9,0,0,0,57
Bet Dagan Man 01/1964-11/2022,15/11/2013 05:00,1,1,5,6,0,0,57
Bet Dagan Man 01/1964-11/2022,15/11/2013 08:00,0,0,9,0,0,0,60
Bet Dagan Man 01/1964-11/2022,15/11/2013 11:00,5,5,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,15/11/2013 14:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,15/11/2013 17:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/11/2013 20:00,5,5,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,15/11/2013 23:00,2,2,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/11/2013 02:00,3,3,5,1,0,0,57
Bet Dagan Man 01/1964-11/2022,16/11/2013 05:00,1,1,5,4,0,0,56
Bet Dagan Man 01/1964-11/2022,16/11/2013 08:00,2,2,5,4,0,0,60
Bet Dagan Man 01/1964-11/2022,16/11/2013 11:00,4,4,5,2,0,0,60
Bet Dagan Man 01/1964-11/2022,16/11/2013 14:00,2,2,6,1,0,0,65
Bet Dagan Man 01/1964-11/2022,16/11/2013 17:00,2,2,6,1,0,0,60
Bet Dagan Man 01/1964-11/2022,16/11/2013 20:00,1,1,5,1,0,0,65
Bet Dagan Man 01/1964-11/2022,16/11/2013 23:00,2,2,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,17/11/2013 02:00,1,1,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,17/11/2013 05:00,1,1,5,6,0,0,60
Bet Dagan Man 01/1964-11/2022,17/11/2013 08:00,6,6,5,1,0,1,58
Bet Dagan Man 01/1964-11/2022,17/11/2013 11:00,5,3,5,2,0,2,65
Bet Dagan Man 01/1964-11/2022,17/11/2013 14:00,4,4,5,2,0,1,65
Bet Dagan Man 01/1964-11/2022,17/11/2013 17:00,4,2,5,1,3,2,65
Bet Dagan Man 01/1964-11/2022,17/11/2013 20:00,6,6,5,1,0,0,60
Bet Dagan Man 01/1964-11/2022,17/11/2013 23:00,1,1,6,1,0,0,60
